applicant_id,applicant_name,cibil_score,existing_loans_lakhs,bank_account_verified,pan_verified,udyam_registration_no,gstin_status,project_report_attached,collateral_value_lakhs,business_vintage_years,monthly_cashflow_avg_inr,document_completeness_pct,target_readiness_score
ENT_IN_24258,Ganesh Deshmukh,838,23.31,1,1,UDYAM-UP-03-7613274,NOT_APPLICABLE,1,19.29,9.4,315521,41.0,89.1
ENT_IN_24259,Ayesha Joshi,643,18.52,1,1,UDYAM-TN-03-2312350,ACTIVE,1,26.69,2.1,427310,66.5,79.0
ENT_IN_24260,Sanjay Singh,672,21.45,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,12.65,8.1,407430,63.7,68.4
ENT_IN_24261,Gurpreet Kumar,700,24.05,1,1,UDYAM-MH-03-1663181,UNREGISTERED,1,41.28,8.1,51674,43.2,68.4
ENT_IN_24262,Karan Kulkarni,646,7.49,1,1,UDYAM-UP-03-7656391,ACTIVE,1,31.84,7.9,386577,58.5,81.1
ENT_IN_24263,Ayesha Kaur,609,13.44,1,1,UDYAM-MH-03-2935292,NOT_APPLICABLE,1,31.97,0.3,321006,60.3,71.7
ENT_IN_24264,Amit Nair,758,18.96,1,0,UDYAM-UP-03-8623152,NOT_APPLICABLE,1,25.54,1.5,230285,63.1,88.4
ENT_IN_24265,Shweta Shah,662,24.24,1,1,UDYAM-PB-03-7941689,ACTIVE,1,34.95,0.7,83923,94.7,91.2
ENT_IN_24266,Bhavna Singh,623,17.86,1,1,UDYAM-GJ-03-2399242,NOT_APPLICABLE,1,4.0,2.9,237583,47.4,66.5
ENT_IN_24267,Harpreet Nair,594,6.1,1,1,NOT_REGISTERED,ACTIVE,0,11.64,6.8,158335,57.1,58.5
ENT_IN_24268,Savita Reddy,840,12.23,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,19.95,1.7,16598,58.2,73.4
ENT_IN_24269,Preeti Singh,666,13.89,1,1,UDYAM-TN-03-5551804,ACTIVE,1,4.37,0.8,148236,40.4,78.7
ENT_IN_24270,Seema Gupta,626,18.91,1,1,UDYAM-MH-03-1463870,UNREGISTERED,1,12.53,9.1,339900,69.5,74.4
ENT_IN_24271,Dinesh Reddy,765,2.87,1,1,UDYAM-UP-03-3107617,ACTIVE,1,13.35,0.5,323616,66.5,100.0
ENT_IN_24272,Manoj Joshi,725,11.81,1,0,UDYAM-UP-03-6838548,ACTIVE,1,40.85,3.0,30825,37.0,66.8
ENT_IN_24273,Fatima Sheikh,602,8.88,1,1,UDYAM-PB-03-7422714,NOT_APPLICABLE,1,2.06,8.9,235406,88.5,82.2
ENT_IN_24274,Manoj Chatterjee,810,21.24,1,1,UDYAM-MH-03-6321968,NOT_APPLICABLE,1,40.12,2.7,437813,89.3,100.0
ENT_IN_24275,Radha Gowda,672,1.29,1,1,UDYAM-PB-03-8861858,NOT_APPLICABLE,1,3.33,2.1,197925,61.6,84.1
ENT_IN_24276,Deepika Shah,575,22.89,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,40.97,5.6,59623,80.6,53.0
ENT_IN_24277,Mahesh Gowda,563,11.59,1,0,UDYAM-PB-03-6259427,UNREGISTERED,1,5.5,10.9,75573,43.0,56.2
ENT_IN_24278,Meena Chatterjee,597,11.79,1,1,UDYAM-UP-03-6312185,NOT_APPLICABLE,1,20.96,6.7,57162,91.1,71.5
ENT_IN_24279,Rajesh Kumar,682,24.02,1,1,UDYAM-KA-03-9016197,UNREGISTERED,1,25.16,0.4,337000,66.5,85.6
ENT_IN_24280,Savita Khan,786,17.61,1,1,UDYAM-TN-03-3210957,ACTIVE,1,3.0,11.2,130129,90.0,100.0
ENT_IN_24281,Savita Gowda,760,24.37,1,1,UDYAM-PB-03-4405263,ACTIVE,0,0.68,11.7,225855,61.1,89.4
ENT_IN_24282,Sunita Sharma,678,3.39,1,1,UDYAM-PB-03-2694218,ACTIVE,1,5.18,1.8,173084,87.3,96.5
ENT_IN_24283,Karan Kaur,805,17.0,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,6.32,0.5,116701,72.6,81.4
ENT_IN_24284,Sujata Rao,783,7.29,1,1,NOT_REGISTERED,ACTIVE,1,12.68,12.0,63368,35.1,78.0
ENT_IN_24285,Anil Khan,769,4.2,1,1,UDYAM-GJ-03-9867466,NOT_APPLICABLE,1,18.72,7.2,286336,58.2,94.8
ENT_IN_24286,Sangeeta Mishra,798,9.37,1,1,UDYAM-UP-03-5301100,NOT_APPLICABLE,1,42.76,1.9,395008,64.5,93.4
ENT_IN_24287,Anita Chaudhary,802,5.68,0,1,UDYAM-UP-03-2128772,ACTIVE,1,39.07,3.2,70167,48.5,81.5
ENT_IN_24288,Priya Kaur,660,22.24,1,1,UDYAM-TN-03-9071818,ACTIVE,1,20.23,9.2,319302,42.2,84.5
ENT_IN_24289,Rahul Mehta,0,18.21,1,1,UDYAM-GJ-03-8555254,NOT_APPLICABLE,1,28.85,1.9,401050,81.4,66.7
ENT_IN_24290,Kavita Deshmukh,585,12.71,1,1,UDYAM-TN-03-8071657,NOT_APPLICABLE,1,31.02,0.2,242333,50.2,67.7
ENT_IN_24291,Arjun Kumar,824,7.46,1,0,UDYAM-PB-03-6158977,ACTIVE,1,3.01,9.2,443506,93.2,100.0
ENT_IN_24292,Shweta Mishra,799,17.98,1,1,UDYAM-GJ-03-7371690,ACTIVE,1,22.7,7.5,338281,66.1,99.4
ENT_IN_24293,Sujata Mehta,787,14.55,1,1,UDYAM-KA-03-1811486,UNREGISTERED,1,31.16,9.7,401481,44.1,89.0
ENT_IN_24294,Dinesh Verma,0,13.6,0,1,UDYAM-TN-03-8007280,ACTIVE,1,17.95,4.9,241677,81.8,68.3
ENT_IN_24295,Anil Mishra,619,2.09,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,30.82,11.7,40834,59.3,58.4
ENT_IN_24296,Pradeep Singh,733,8.11,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,30.3,4.6,41106,97.4,70.9
ENT_IN_24297,Mohammed Rao,703,22.5,0,1,UDYAM-TN-03-2343718,ACTIVE,1,19.67,10.7,253292,87.1,86.3
ENT_IN_24298,Arjun Gowda,794,10.36,0,1,UDYAM-KA-03-5617889,NOT_APPLICABLE,1,0.05,6.1,72794,38.4,71.0
ENT_IN_24299,Radha Sheikh,820,21.97,1,0,UDYAM-MH-03-4706108,ACTIVE,1,31.1,4.1,150319,48.4,89.0
ENT_IN_24300,Neha Khan,0,10.36,1,1,NOT_REGISTERED,ACTIVE,1,37.29,6.2,287651,98.5,72.5
ENT_IN_24301,Ashok Joshi,0,0.97,0,1,NOT_REGISTERED,ACTIVE,1,24.4,2.8,270631,49.3,51.2
ENT_IN_24302,Suresh Banerjee,774,8.7,1,1,NOT_REGISTERED,UNREGISTERED,1,29.69,1.9,156078,57.2,82.0
ENT_IN_24303,Rohan Kumar,624,3.64,1,1,UDYAM-MH-03-2924665,UNREGISTERED,1,20.62,8.4,423534,87.7,82.5
ENT_IN_24304,Priya Banerjee,657,4.53,1,1,UDYAM-GJ-03-7582963,NOT_APPLICABLE,1,5.58,11.6,71189,84.8,84.9
ENT_IN_24305,Lakshmi Patel,703,23.99,1,1,NOT_REGISTERED,ACTIVE,1,14.56,11.3,436236,54.1,80.5
ENT_IN_24306,Sunita Kumar,822,3.62,1,1,UDYAM-MH-03-6417524,NOT_APPLICABLE,1,15.28,4.4,196477,67.7,91.9
ENT_IN_24307,Rekha Singh,835,1.29,1,1,UDYAM-MH-03-7532910,UNREGISTERED,1,9.51,8.8,418086,48.0,88.3
ENT_IN_24308,Meena Verma,0,22.86,1,1,NOT_REGISTERED,ACTIVE,1,5.25,7.7,71373,71.7,59.4
ENT_IN_24309,Ganesh Patel,721,1.31,1,1,UDYAM-PB-03-9046016,ACTIVE,0,33.49,2.0,386187,79.9,86.6
ENT_IN_24310,Anita Khan,828,0.85,1,0,NOT_REGISTERED,UNREGISTERED,1,37.97,7.8,425216,49.3,72.7
ENT_IN_24311,Neha Patil,837,12.02,1,1,UDYAM-TN-03-3995972,ACTIVE,1,29.02,1.8,251240,57.6,98.2
ENT_IN_24312,Deepak Banerjee,685,17.46,1,1,UDYAM-PB-03-9040626,ACTIVE,0,31.19,2.0,426701,51.8,76.8
ENT_IN_24313,Bhavna Yadav,678,19.95,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,18.77,1.2,191985,60.6,68.5
ENT_IN_24314,Ramesh Mishra,614,21.58,1,1,UDYAM-MH-03-5048077,NOT_APPLICABLE,1,3.13,11.1,60832,68.8,64.9
ENT_IN_24315,Mohammed Rao,798,12.12,1,1,UDYAM-MH-03-6611044,UNREGISTERED,1,24.2,2.5,363661,52.1,91.9
ENT_IN_24316,Rahul Banerjee,667,2.88,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,35.41,0.9,443628,43.7,72.3
ENT_IN_24317,Sangeeta Rao,603,11.4,0,1,NOT_REGISTERED,ACTIVE,1,11.42,2.3,270860,87.8,69.1
ENT_IN_24318,Deepak Mishra,0,21.47,1,1,NOT_REGISTERED,ACTIVE,1,6.86,9.1,399718,54.8,60.7
ENT_IN_24319,Ganesh Deshmukh,642,14.45,1,1,UDYAM-TN-03-1787060,ACTIVE,1,2.35,1.3,122886,68.8,78.2
ENT_IN_24320,Preeti Chaudhary,802,14.72,1,1,UDYAM-PB-03-8798899,ACTIVE,0,39.0,0.4,135996,95.9,93.1
ENT_IN_24321,Kavita Joshi,583,24.1,1,1,UDYAM-PB-03-9260410,ACTIVE,1,29.58,6.6,73821,90.3,83.3
ENT_IN_24322,Vikram Reddy,0,20.21,1,1,UDYAM-TN-03-3349043,NOT_APPLICABLE,1,16.82,5.4,328757,64.5,63.4
ENT_IN_24323,Sunil Joshi,799,15.67,1,0,UDYAM-MH-03-5932677,NOT_APPLICABLE,1,6.94,11.0,420659,87.7,95.3
ENT_IN_24324,Rajesh Reddy,615,2.4,1,1,UDYAM-PB-03-3877580,ACTIVE,1,42.61,2.3,330622,85.3,84.2
ENT_IN_24325,Preeti Mehta,581,14.87,1,1,UDYAM-TN-03-6586576,ACTIVE,1,30.37,2.7,284034,44.6,74.8
ENT_IN_24326,Sanjay Yadav,0,16.33,0,1,NOT_REGISTERED,NOT_APPLICABLE,0,21.16,2.4,53231,51.5,29.4
ENT_IN_24327,Suresh Shah,657,11.03,0,1,UDYAM-TN-03-3640224,ACTIVE,1,31.54,12.0,291564,77.9,88.4
ENT_IN_24328,Gurpreet Gowda,0,17.23,1,1,UDYAM-MH-03-1939636,NOT_APPLICABLE,1,1.15,6.3,420254,91.2,73.1
ENT_IN_24329,Tariq Sharma,625,16.15,1,1,UDYAM-TN-03-5599661,ACTIVE,1,44.69,9.6,40643,90.7,79.6
ENT_IN_24330,Ashok Kumar,0,23.51,1,1,UDYAM-GJ-03-6195788,ACTIVE,1,33.29,9.9,427506,79.8,73.4
ENT_IN_24331,Priya Sharma,670,15.29,1,1,UDYAM-UP-03-4328526,NOT_APPLICABLE,1,41.73,8.1,277706,53.2,81.2
ENT_IN_24332,Suresh Sharma,665,5.36,1,1,UDYAM-MH-03-6178369,NOT_APPLICABLE,0,18.31,3.0,302234,60.9,75.5
ENT_IN_24333,Harpreet Sharma,638,23.99,1,1,UDYAM-UP-03-6494630,NOT_APPLICABLE,1,27.08,3.3,118267,55.1,69.4
ENT_IN_24334,Mahesh Kulkarni,697,5.34,1,1,UDYAM-MH-03-1772934,UNREGISTERED,0,10.18,11.2,160062,64.2,69.1
ENT_IN_24335,Geeta Sheikh,0,17.04,1,1,UDYAM-TN-03-1822032,NOT_APPLICABLE,1,31.07,4.1,346811,74.7,67.4
ENT_IN_24336,Neha Nair,773,1.67,1,1,NOT_REGISTERED,UNREGISTERED,1,2.53,5.4,274996,97.5,94.7
ENT_IN_24337,Pradeep Reddy,605,17.12,1,1,UDYAM-GJ-03-5346994,NOT_APPLICABLE,1,1.85,8.6,149025,39.5,62.1
ENT_IN_24338,Ayesha Shah,811,14.43,1,1,NOT_REGISTERED,ACTIVE,0,4.31,10.4,433793,71.2,87.6
ENT_IN_24339,Ananya Banerjee,773,9.12,1,1,UDYAM-KA-03-1882072,NOT_APPLICABLE,1,27.31,9.3,408528,65.5,93.2
ENT_IN_24340,Preeti Joshi,823,11.88,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,39.93,10.2,280933,87.7,94.5
ENT_IN_24341,Mohammed Patel,687,19.13,1,0,UDYAM-PB-03-8506849,NOT_APPLICABLE,1,25.45,8.0,91254,79.2,76.5
ENT_IN_24342,Pradeep Shah,0,16.35,1,1,UDYAM-KA-03-8310930,NOT_APPLICABLE,1,39.64,8.0,41111,78.3,60.1
ENT_IN_24343,Suresh Khan,0,19.98,1,1,NOT_REGISTERED,ACTIVE,1,24.25,3.1,282301,80.6,66.4
ENT_IN_24344,Sujata Patel,819,19.53,1,1,UDYAM-TN-03-3025444,ACTIVE,1,10.01,4.1,144408,42.1,91.9
ENT_IN_24345,Priya Chatterjee,662,11.87,1,0,UDYAM-KA-03-1110391,UNREGISTERED,1,11.7,2.3,196324,67.2,76.7
ENT_IN_24346,Rahul Banerjee,837,24.23,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,34.57,12.0,322880,79.6,91.9
ENT_IN_24347,Lakshmi Kaur,0,2.68,1,1,UDYAM-TN-03-3006780,NOT_APPLICABLE,1,17.02,8.5,27305,78.5,61.3
ENT_IN_24348,Neha Deshmukh,803,11.04,1,1,NOT_REGISTERED,ACTIVE,1,36.24,6.7,376868,89.1,96.3
ENT_IN_24349,Deepak Rao,825,0.73,1,1,UDYAM-MH-03-7240026,ACTIVE,0,19.06,1.7,382906,80.9,95.1
ENT_IN_24350,Rekha Mehta,690,9.87,1,1,UDYAM-UP-03-8579116,ACTIVE,1,2.32,10.4,241880,51.5,85.5
ENT_IN_24351,Tariq Kaur,604,2.78,1,1,UDYAM-GJ-03-3545244,ACTIVE,1,35.85,8.1,252648,46.2,78.9
ENT_IN_24352,Kavita Shah,550,3.02,1,1,UDYAM-GJ-03-4507929,UNREGISTERED,1,21.28,3.0,277117,67.7,73.7
ENT_IN_24353,Ganesh Kulkarni,629,0.99,1,0,UDYAM-GJ-03-3200566,ACTIVE,0,28.21,8.8,293673,83.7,67.3
ENT_IN_24354,Prakash Chaudhary,576,22.17,1,1,UDYAM-TN-03-8580475,NOT_APPLICABLE,1,41.01,4.3,64672,55.7,63.0
ENT_IN_24355,Anita Patel,688,16.46,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,23.41,8.9,380338,79.3,72.6
ENT_IN_24356,Rohan Verma,730,0.12,1,0,UDYAM-TN-03-5298758,NOT_APPLICABLE,1,42.42,7.2,177113,83.6,81.1
ENT_IN_24357,Rohan Sheikh,653,20.83,0,0,UDYAM-PB-03-2991833,NOT_APPLICABLE,1,7.47,7.3,424358,63.8,69.8
ENT_IN_24358,Ananya Gowda,662,20.57,0,1,UDYAM-TN-03-9783860,NOT_APPLICABLE,1,28.84,3.4,403875,89.9,84.7
ENT_IN_24359,Rajesh Mishra,580,19.72,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,18.47,4.9,241159,43.8,50.2
ENT_IN_24360,Rajesh Khan,621,22.59,1,0,UDYAM-UP-03-3302892,ACTIVE,0,41.95,10.3,148713,43.3,56.1
ENT_IN_24361,Anita Banerjee,704,4.93,1,0,NOT_REGISTERED,NOT_APPLICABLE,0,40.36,2.4,134056,60.0,53.2
ENT_IN_24362,Shweta Kulkarni,751,10.69,0,1,UDYAM-GJ-03-6234085,ACTIVE,0,20.9,11.7,318221,96.0,89.4
ENT_IN_24363,Pooja Banerjee,0,20.2,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,20.7,9.7,407948,55.7,53.6
ENT_IN_24364,Arjun Reddy,747,13.02,1,1,UDYAM-PB-03-4149450,ACTIVE,1,30.82,3.7,239123,73.3,93.0
ENT_IN_24365,Suresh Banerjee,837,11.82,1,0,UDYAM-TN-03-6680313,UNREGISTERED,0,20.46,0.0,165828,41.9,68.7
ENT_IN_24366,Arjun Mehta,763,6.31,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,16.23,9.0,170384,39.6,74.5
ENT_IN_24367,Ananya Reddy,628,8.45,1,0,UDYAM-UP-03-2729898,ACTIVE,1,41.89,4.9,170196,96.6,77.0
ENT_IN_24368,Pooja Das,711,16.27,1,1,UDYAM-KA-03-5582587,ACTIVE,0,16.88,9.9,383280,63.1,82.7
ENT_IN_24369,Rohan Reddy,667,5.6,1,1,NOT_REGISTERED,UNREGISTERED,1,30.54,7.7,74316,42.3,63.5
ENT_IN_24370,Simran Rao,598,24.98,1,1,NOT_REGISTERED,NOT_APPLICABLE,0,34.41,0.5,324296,52.1,51.4
ENT_IN_24371,Dinesh Kaur,811,14.76,1,1,UDYAM-MH-03-6050519,NOT_APPLICABLE,1,44.71,6.9,206629,62.5,93.5
ENT_IN_24372,Pradeep Singh,810,2.38,1,1,UDYAM-KA-03-5037371,ACTIVE,1,34.41,8.0,190666,91.4,100.0
ENT_IN_24373,Karan Mehta,823,9.81,1,1,UDYAM-KA-03-9903645,ACTIVE,1,0.76,1.5,332395,93.8,100.0
ENT_IN_24374,Gurpreet Deshmukh,766,22.33,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,30.21,9.9,270441,82.8,89.8
ENT_IN_24375,Sanjay Khan,678,4.6,1,1,UDYAM-PB-03-9383206,NOT_APPLICABLE,0,8.09,1.1,345032,99.5,80.8
ENT_IN_24376,Harpreet Sharma,849,24.8,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,29.09,10.0,421441,73.6,90.1
ENT_IN_24377,Deepika Sheikh,809,12.92,1,1,UDYAM-TN-03-9870629,NOT_APPLICABLE,1,15.86,4.6,347537,51.7,91.3
ENT_IN_24378,Rohan Mehta,706,2.92,0,1,UDYAM-UP-03-7086153,ACTIVE,1,18.61,11.1,112992,94.9,86.7
ENT_IN_24379,Tariq Singh,685,13.31,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,13.01,1.9,407263,94.3,86.2
ENT_IN_24380,Lakshmi Joshi,702,18.51,1,1,UDYAM-UP-03-3313726,ACTIVE,0,29.04,9.4,187098,81.1,83.0
ENT_IN_24381,Prakash Patil,830,4.98,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,40.47,8.2,178940,42.8,80.4
ENT_IN_24382,Priya Patel,734,7.13,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,19.37,3.2,116117,39.3,66.3
ENT_IN_24383,Rohan Verma,807,2.33,0,1,NOT_REGISTERED,NOT_APPLICABLE,1,21.8,0.5,16858,94.6,75.8
ENT_IN_24384,Bhavna Patel,569,24.6,1,1,UDYAM-UP-03-9141738,ACTIVE,1,12.26,9.0,423244,52.3,80.3
ENT_IN_24385,Ramesh Sharma,767,1.66,1,1,UDYAM-PB-03-7370014,ACTIVE,1,37.08,2.7,183980,44.1,90.7
ENT_IN_24386,Rajesh Gowda,0,14.47,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,4.44,11.9,254244,46.4,54.3
ENT_IN_24387,Rahul Banerjee,841,1.48,1,0,UDYAM-TN-03-9154564,ACTIVE,1,23.61,1.4,285106,83.9,99.4
ENT_IN_24388,Mahesh Shah,559,9.12,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,36.6,11.7,72869,92.4,63.6
ENT_IN_24389,Preeti Deshmukh,581,1.89,1,1,UDYAM-UP-03-2127611,NOT_APPLICABLE,0,8.82,9.2,219025,59.1,63.7
ENT_IN_24390,Dinesh Khan,668,19.84,1,0,UDYAM-KA-03-5246443,NOT_APPLICABLE,1,5.75,0.1,337644,86.3,84.8
ENT_IN_24391,Dinesh Chatterjee,850,24.28,1,1,UDYAM-KA-03-1124334,UNREGISTERED,1,16.61,8.8,257956,95.9,99.6
ENT_IN_24392,Mamta Mishra,642,23.77,1,1,UDYAM-GJ-03-2214095,ACTIVE,1,2.15,9.5,144505,46.2,74.9
ENT_IN_24393,Sujata Patil,821,23.15,1,1,NOT_REGISTERED,UNREGISTERED,1,32.27,10.3,217962,56.7,84.3
ENT_IN_24394,Fatima Sharma,610,10.67,1,1,UDYAM-PB-03-8073147,NOT_APPLICABLE,1,4.88,6.7,41553,51.6,61.3
ENT_IN_24395,Sanjay Shah,560,6.07,1,1,NOT_REGISTERED,ACTIVE,1,14.3,5.8,117832,76.8,70.8
ENT_IN_24396,Ramesh Verma,0,8.27,1,1,UDYAM-TN-03-6109719,ACTIVE,0,5.84,10.5,221500,86.7,62.7
ENT_IN_24397,Vijay Verma,0,7.45,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,3.41,0.3,306574,77.5,58.2
ENT_IN_24398,Vikram Verma,579,9.71,1,1,UDYAM-KA-03-9568696,ACTIVE,1,28.25,11.6,352327,86.6,85.2
ENT_IN_24399,Rajesh Singh,713,17.76,1,0,NOT_REGISTERED,NOT_APPLICABLE,0,40.8,3.1,338318,47.6,52.6
ENT_IN_24400,Rohan Chaudhary,610,4.17,1,1,UDYAM-PB-03-9592982,UNREGISTERED,0,40.69,0.7,269846,60.5,65.1
ENT_IN_24401,Ganesh Patel,846,13.58,1,0,UDYAM-PB-03-7404788,NOT_APPLICABLE,1,10.66,7.0,156893,57.3,80.2
ENT_IN_24402,Sangeeta Sharma,792,20.69,1,1,UDYAM-PB-03-9874601,NOT_APPLICABLE,0,17.52,8.2,437655,85.3,89.1
ENT_IN_24403,Mamta Kumar,801,10.33,1,1,UDYAM-TN-03-4821060,ACTIVE,1,14.41,9.2,101271,60.1,95.1
ENT_IN_24404,Deepak Shah,654,14.4,1,1,UDYAM-GJ-03-5896042,ACTIVE,0,12.23,6.3,152035,38.5,69.1
ENT_IN_24405,Amit Reddy,750,5.9,1,0,UDYAM-GJ-03-3788103,NOT_APPLICABLE,1,36.52,6.4,299917,36.8,82.8
ENT_IN_24406,Pradeep Das,568,17.98,1,1,UDYAM-MH-03-1100852,UNREGISTERED,0,41.41,6.0,419167,76.5,65.3
ENT_IN_24407,Neha Nair,744,19.39,1,1,UDYAM-UP-03-7651103,UNREGISTERED,1,42.46,11.4,265477,89.7,87.4
ENT_IN_24408,Mohammed Sheikh,592,5.63,1,1,NOT_REGISTERED,ACTIVE,1,7.24,2.7,305861,79.8,78.4
ENT_IN_24409,Dinesh Joshi,834,18.35,1,1,UDYAM-TN-03-2899570,UNREGISTERED,0,36.65,11.0,285634,90.7,92.6
ENT_IN_24410,Anil Sheikh,759,6.21,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,15.7,2.4,410227,99.9,94.6
ENT_IN_24411,Rahul Yadav,807,22.53,0,1,UDYAM-MH-03-5714555,NOT_APPLICABLE,1,5.6,6.8,311857,93.2,90.8
ENT_IN_24412,Mohammed Kumar,797,11.68,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,31.67,9.9,319424,59.6,85.2
ENT_IN_24413,Manoj Singh,642,22.61,1,1,NOT_REGISTERED,UNREGISTERED,1,0.22,8.0,73989,54.8,55.6
ENT_IN_24414,Mohammed Chaudhary,615,6.07,1,1,UDYAM-GJ-03-9417710,NOT_APPLICABLE,1,39.9,8.8,342158,59.0,75.4
ENT_IN_24415,Rajesh Sharma,773,17.37,1,1,UDYAM-UP-03-7825188,NOT_APPLICABLE,1,18.33,5.0,378086,68.7,95.1
ENT_IN_24416,Shweta Gupta,805,3.21,1,0,NOT_REGISTERED,ACTIVE,1,9.19,10.5,168498,59.6,81.5
ENT_IN_24417,Kavita Chaudhary,654,14.31,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,4.28,7.5,224686,50.7,71.3
ENT_IN_24418,Mahesh Rao,0,11.77,0,1,UDYAM-TN-03-3120272,UNREGISTERED,1,40.68,8.3,300014,90.6,60.5
ENT_IN_24419,Shweta Mehta,0,14.56,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,34.42,2.3,187328,36.0,47.3
ENT_IN_24420,Suresh Kumar,642,1.74,1,1,UDYAM-KA-03-7261300,UNREGISTERED,1,21.79,3.1,229994,69.5,73.0
ENT_IN_24421,Seema Sheikh,572,22.47,1,1,NOT_REGISTERED,ACTIVE,1,6.0,3.5,344679,56.6,68.9
ENT_IN_24422,Sanjay Deshmukh,830,10.09,1,0,NOT_REGISTERED,NOT_APPLICABLE,1,17.57,10.7,233047,90.2,86.0
ENT_IN_24423,Rekha Mehta,807,21.72,1,1,UDYAM-UP-03-8426807,NOT_APPLICABLE,1,43.81,9.0,158642,51.4,88.5
ENT_IN_24424,Pradeep Das,0,21.09,1,1,UDYAM-UP-03-7992049,ACTIVE,1,23.29,7.6,119484,46.9,61.4
ENT_IN_24425,Mohammed Sheikh,556,13.84,1,1,NOT_REGISTERED,ACTIVE,1,37.19,4.8,248523,45.0,70.8
ENT_IN_24426,Vikram Shah,683,10.79,1,1,NOT_REGISTERED,ACTIVE,1,28.15,4.5,392195,60.4,84.4
ENT_IN_24427,Gurpreet Singh,736,23.99,1,1,UDYAM-UP-03-2230335,ACTIVE,1,15.57,2.7,219717,64.1,90.8
ENT_IN_24428,Sangeeta Chaudhary,680,23.65,1,1,UDYAM-MH-03-4595687,ACTIVE,1,16.57,1.4,250302,45.5,83.4
ENT_IN_24429,Anil Verma,688,12.52,1,1,UDYAM-PB-03-5141930,NOT_APPLICABLE,1,8.73,3.5,112761,91.3,87.7
ENT_IN_24430,Vijay Kulkarni,701,1.28,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,40.69,11.9,21465,86.4,71.4
ENT_IN_24431,Deepika Rao,567,2.3,1,1,UDYAM-KA-03-4344570,NOT_APPLICABLE,1,6.08,9.2,242519,58.8,73.0
ENT_IN_24432,Arjun Sharma,0,0.94,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,18.54,2.3,235740,89.1,60.8
ENT_IN_24433,Pooja Banerjee,707,11.79,1,1,NOT_REGISTERED,ACTIVE,0,6.46,7.8,153668,45.7,64.4
ENT_IN_24434,Preeti Khan,583,1.82,1,1,NOT_REGISTERED,ACTIVE,1,38.51,9.7,336099,62.8,74.5
ENT_IN_24435,Anil Sharma,684,8.31,1,1,UDYAM-KA-03-9538689,NOT_APPLICABLE,1,35.9,5.9,200758,70.4,84.2
ENT_IN_24436,Sunil Mishra,586,4.88,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,9.75,10.2,47170,35.0,52.1
ENT_IN_24437,Meena Sharma,816,21.37,1,1,UDYAM-KA-03-5556312,ACTIVE,1,43.86,8.1,74748,78.0,97.6
ENT_IN_24438,Simran Patil,590,6.82,1,1,UDYAM-PB-03-7886780,ACTIVE,1,2.79,7.7,324727,54.9,77.1
ENT_IN_24439,Vikram Kaur,0,14.6,1,1,UDYAM-MH-03-5481081,ACTIVE,1,29.94,9.0,157607,45.4,62.2
ENT_IN_24440,Seema Nair,662,15.41,1,1,UDYAM-TN-03-8742845,UNREGISTERED,1,44.79,1.7,142814,78.1,80.6
ENT_IN_24441,Vikram Das,657,11.67,1,1,UDYAM-TN-03-9794404,NOT_APPLICABLE,1,18.05,10.1,143651,68.6,78.2
ENT_IN_24442,Rohan Kulkarni,0,15.48,1,1,NOT_REGISTERED,NOT_APPLICABLE,1,18.37,8.3,195552,50.9,49.0
ENT_IN_24443,Ashok Joshi,0,19.24,1,0,NOT_REGISTERED,UNREGISTERED,1,2.27,8.2,339078,86.0,57.2
ENT_IN_24444,Simran Deshmukh,0,15.7,1,1,UDYAM-KA-03-7821569,ACTIVE,0,12.06,5.8,388752,82.8,66.1
ENT_IN_24445,Dinesh Kulkarni,813,6.12,1,1,UDYAM-MH-03-6357705,ACTIVE,1,38.67,11.5,383492,41.7,97.4
