application_id,applicant_name,state,reported_annual_income_inr,tax_vault_verified_income_inr,income_discrepancy_ratio,duplicate_bank_account_flag,duplicate_aadhaar_flag,ip_geo_mismatch,ip_address_changes_count,document_forgery_risk_score,caste_certificate_verification_status,target_is_fraudulent
FRAUD_IN_43763,Rohan Sheikh,Punjab,366865,373726,1.02,0,0,1,1,0.05,NOT_REQUIRED,0
FRAUD_IN_43764,Prakash Kulkarni,West Bengal,424749,418901,0.99,0,0,0,2,0.21,VERIFIED_VALID,0
FRAUD_IN_43765,Prakash Kumar,Madhya Pradesh,297742,283515,0.95,0,0,0,3,0.13,VERIFIED_VALID,0
FRAUD_IN_43766,Ayesha Kaur,Assam,296642,291242,0.98,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_43767,Sunil Rao,Maharashtra,341175,2314832,6.78,0,0,1,25,0.92,UNVERIFIED,1
FRAUD_IN_43768,Meena Patil,Tamil Nadu,112757,106318,0.94,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_43769,Rajesh Yadav,Punjab,203226,207377,1.02,0,0,0,1,0.01,VERIFIED_VALID,0
FRAUD_IN_43770,Priya Mishra,Punjab,344992,333602,0.97,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_43771,Karan Das,Gujarat,184601,172163,0.93,0,0,0,1,0.07,VERIFIED_VALID,0
FRAUD_IN_43772,Simran Reddy,Uttar Pradesh,305999,331999,1.08,0,0,0,2,0.08,VERIFIED_VALID,0
FRAUD_IN_43773,Mamta Kumar,Odisha,153157,161909,1.06,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_43774,Preeti Singh,Gujarat,274287,260746,0.95,0,0,0,2,0.09,NOT_REQUIRED,0
FRAUD_IN_43775,Preeti Kumar,Rajasthan,108932,111898,1.03,0,0,0,2,0.12,VERIFIED_VALID,0
FRAUD_IN_43776,Neha Deshmukh,Rajasthan,127455,134613,1.06,0,0,0,1,0.13,VERIFIED_VALID,0
FRAUD_IN_43777,Deepak Patel,Gujarat,360080,393791,1.09,0,0,0,4,0.19,VERIFIED_VALID,0
FRAUD_IN_43778,Karan Khan,Assam,339072,385607,1.14,0,0,0,4,0.01,VERIFIED_VALID,0
FRAUD_IN_43779,Seema Reddy,Rajasthan,322831,1690334,5.24,0,0,1,7,0.71,UNVERIFIED,1
FRAUD_IN_43780,Savita Gowda,Haryana,330265,367941,1.11,0,0,0,3,0.17,VERIFIED_VALID,0
FRAUD_IN_43781,Anita Gowda,Odisha,36657,33869,0.92,0,0,0,2,0.15,VERIFIED_VALID,0
FRAUD_IN_43782,Mohammed Yadav,Kerala,394761,364873,0.92,0,0,0,1,0.15,NOT_REQUIRED,0
FRAUD_IN_43783,Meena Singh,Tamil Nadu,320123,312701,0.98,0,0,0,4,0.18,VERIFIED_VALID,0
FRAUD_IN_43784,Savita Chatterjee,Gujarat,362823,402191,1.11,0,0,0,2,0.04,NOT_REQUIRED,0
FRAUD_IN_43785,Vikram Shah,Odisha,230283,263509,1.14,0,0,0,1,0.11,VERIFIED_VALID,0
FRAUD_IN_43786,Kiran Reddy,Rajasthan,268595,268274,1.0,0,0,0,1,0.01,VERIFIED_VALID,0
FRAUD_IN_43787,Preeti Mishra,Odisha,361467,393843,1.09,0,0,0,1,0.15,VERIFIED_VALID,0
FRAUD_IN_43788,Pradeep Mishra,Karnataka,84573,486535,5.75,1,0,1,13,0.99,FAKE_CERTIFICATE,1
FRAUD_IN_43789,Anita Chatterjee,Haryana,72451,73716,1.02,0,0,0,1,0.01,VERIFIED_VALID,0
FRAUD_IN_43790,Pooja Sheikh,Odisha,442931,488663,1.1,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_43791,Mahesh Gowda,Assam,240338,275619,1.15,0,0,0,4,0.05,VERIFIED_VALID,0
FRAUD_IN_43792,Seema Gowda,Rajasthan,94589,93372,0.99,0,0,0,1,0.21,VERIFIED_VALID,0
FRAUD_IN_43793,Gurpreet Banerjee,West Bengal,75096,580530,7.73,0,0,1,28,0.9,UNVERIFIED,1
FRAUD_IN_43794,Sujata Patil,Odisha,264903,300322,1.13,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_43795,Sujata Gupta,Bihar,76320,71622,0.94,0,0,0,3,0.2,VERIFIED_VALID,0
FRAUD_IN_43796,Vikram Kulkarni,Gujarat,261251,258562,0.99,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_43797,Seema Chaudhary,Assam,369669,398867,1.08,0,0,0,3,0.0,VERIFIED_VALID,0
FRAUD_IN_43798,Ganesh Shah,Punjab,444012,448767,1.01,0,0,1,2,0.18,VERIFIED_VALID,0
FRAUD_IN_43799,Rahul Shah,Madhya Pradesh,399324,393300,0.98,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_43800,Rahul Deshmukh,Haryana,332830,313214,0.94,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_43801,Vijay Kulkarni,Bihar,267155,289745,1.08,0,0,1,4,0.1,VERIFIED_VALID,0
FRAUD_IN_43802,Pradeep Banerjee,West Bengal,151153,1116692,7.39,0,1,1,19,0.9,SUSPICIOUS,1
FRAUD_IN_43803,Karan Joshi,Uttar Pradesh,99314,101091,1.02,0,0,0,2,0.21,VERIFIED_VALID,0
FRAUD_IN_43804,Manoj Mehta,Uttar Pradesh,312056,295400,0.95,0,0,0,3,0.07,VERIFIED_VALID,0
FRAUD_IN_43805,Kiran Das,Uttar Pradesh,330353,338469,1.02,0,0,0,4,0.19,VERIFIED_VALID,0
FRAUD_IN_43806,Shweta Sheikh,Haryana,449576,473635,1.05,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_43807,Neha Das,Punjab,138450,132918,0.96,0,0,1,1,0.09,VERIFIED_VALID,0
FRAUD_IN_43808,Simran Shah,West Bengal,378018,360319,0.95,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_43809,Arjun Reddy,Maharashtra,376308,349627,0.93,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_43810,Rekha Banerjee,Uttar Pradesh,40108,41404,1.03,0,0,0,1,0.07,NOT_REQUIRED,0
FRAUD_IN_43811,Vijay Patel,Assam,424641,487832,1.15,0,0,0,3,0.12,VERIFIED_VALID,0
FRAUD_IN_43812,Ramesh Rao,Kerala,114181,122998,1.08,0,0,0,1,0.19,NOT_REQUIRED,0
FRAUD_IN_43813,Seema Chatterjee,Punjab,243139,224536,0.92,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_43814,Lakshmi Khan,Haryana,430864,409636,0.95,0,0,0,2,0.11,NOT_REQUIRED,0
FRAUD_IN_43815,Vijay Kaur,Maharashtra,325616,1386708,4.26,1,0,1,20,0.9,SUSPICIOUS,1
FRAUD_IN_43816,Sujata Rao,West Bengal,374143,404371,1.08,0,0,1,3,0.19,VERIFIED_VALID,0
FRAUD_IN_43817,Mahesh Kaur,Haryana,394331,417267,1.06,0,0,0,4,0.02,VERIFIED_VALID,0
FRAUD_IN_43818,Ananya Banerjee,Karnataka,60036,57888,0.96,0,0,0,3,0.04,VERIFIED_VALID,0
FRAUD_IN_43819,Sunita Yadav,Assam,389065,422568,1.09,0,0,0,1,0.02,VERIFIED_VALID,0
FRAUD_IN_43820,Suresh Kulkarni,Madhya Pradesh,448645,426743,0.95,0,0,0,4,0.16,VERIFIED_VALID,0
FRAUD_IN_43821,Amit Khan,Kerala,172381,181252,1.05,0,0,0,3,0.16,VERIFIED_VALID,0
FRAUD_IN_43822,Pradeep Rao,Gujarat,255823,243659,0.95,0,0,0,3,0.1,VERIFIED_VALID,0
FRAUD_IN_43823,Simran Verma,Odisha,429453,465421,1.08,0,0,0,3,0.06,VERIFIED_VALID,0
FRAUD_IN_43824,Deepika Sharma,Haryana,393714,446162,1.13,0,0,0,1,0.0,VERIFIED_VALID,0
FRAUD_IN_43825,Fatima Gowda,Haryana,314647,313071,0.99,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_43826,Meena Banerjee,Maharashtra,406787,397599,0.98,0,0,0,3,0.19,NOT_REQUIRED,0
FRAUD_IN_43827,Seema Khan,Assam,171590,170525,0.99,0,0,0,2,0.02,VERIFIED_VALID,0
FRAUD_IN_43828,Sunil Kaur,Haryana,362096,2896747,8.0,1,0,1,20,0.9,SUSPICIOUS,1
FRAUD_IN_43829,Rajesh Reddy,Haryana,188642,186271,0.99,0,0,1,1,0.03,VERIFIED_VALID,0
FRAUD_IN_43830,Ganesh Gowda,Rajasthan,68450,77269,1.13,0,0,0,3,0.17,VERIFIED_VALID,0
FRAUD_IN_43831,Sujata Patil,Assam,374271,374004,1.0,0,0,0,1,0.05,NOT_REQUIRED,0
FRAUD_IN_43832,Prakash Shah,Gujarat,192767,196835,1.02,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_43833,Mamta Deshmukh,Haryana,166297,172206,1.04,0,0,0,1,0.0,VERIFIED_VALID,0
FRAUD_IN_43834,Priya Reddy,Assam,398882,428969,1.08,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_43835,Sujata Kulkarni,West Bengal,161814,151956,0.94,0,0,0,4,0.04,VERIFIED_VALID,0
FRAUD_IN_43836,Gurpreet Reddy,Uttar Pradesh,228996,261031,1.14,0,0,0,2,0.08,VERIFIED_VALID,0
FRAUD_IN_43837,Sanjay Chatterjee,Rajasthan,54150,59037,1.09,0,0,0,4,0.06,VERIFIED_VALID,0
FRAUD_IN_43838,Sangeeta Shah,Punjab,44863,186019,4.15,1,0,1,22,0.93,SUSPICIOUS,1
FRAUD_IN_43839,Seema Sharma,Tamil Nadu,115375,109066,0.95,0,0,0,1,0.02,VERIFIED_VALID,0
FRAUD_IN_43840,Sangeeta Banerjee,Bihar,69837,65075,0.93,0,0,0,2,0.13,VERIFIED_VALID,0
FRAUD_IN_43841,Pooja Chaudhary,Odisha,411745,379306,0.92,0,0,0,2,0.09,NOT_REQUIRED,0
FRAUD_IN_43842,Priya Das,Uttar Pradesh,188911,191661,1.01,0,0,0,1,0.17,NOT_REQUIRED,0
FRAUD_IN_43843,Vikram Gupta,Assam,101884,298151,2.93,0,0,1,20,0.94,SUSPICIOUS,1
FRAUD_IN_43844,Priya Sheikh,Uttar Pradesh,427014,459256,1.08,0,0,0,4,0.14,VERIFIED_VALID,0
FRAUD_IN_43845,Dinesh Nair,Uttar Pradesh,37475,42233,1.13,0,0,0,4,0.04,VERIFIED_VALID,0
FRAUD_IN_43846,Vikram Joshi,Kerala,286533,1253254,4.37,1,0,1,24,0.96,UNVERIFIED,1
FRAUD_IN_43847,Mohammed Chatterjee,Bihar,244490,1477485,6.04,1,0,0,21,0.97,SUSPICIOUS,1
FRAUD_IN_43848,Sujata Kulkarni,Maharashtra,159749,177452,1.11,0,0,0,3,0.08,VERIFIED_VALID,0
FRAUD_IN_43849,Rahul Deshmukh,Punjab,202578,195911,0.97,0,0,0,4,0.15,VERIFIED_VALID,0
FRAUD_IN_43850,Rohan Reddy,Assam,221798,247516,1.12,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_43851,Rajesh Chatterjee,Uttar Pradesh,228989,226737,0.99,0,0,0,4,0.19,NOT_REQUIRED,0
FRAUD_IN_43852,Deepika Sharma,Kerala,267580,296540,1.11,0,0,0,4,0.01,VERIFIED_VALID,0
FRAUD_IN_43853,Sunil Nair,Karnataka,175114,1189768,6.79,0,1,1,13,0.86,SUSPICIOUS,1
FRAUD_IN_43854,Manoj Gowda,West Bengal,391534,395441,1.01,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_43855,Vikram Mishra,Odisha,187094,200523,1.07,0,0,0,2,0.15,VERIFIED_VALID,0
FRAUD_IN_43856,Vikram Reddy,Karnataka,176955,180276,1.02,0,0,0,4,0.02,VERIFIED_VALID,0
FRAUD_IN_43857,Deepak Gowda,Gujarat,174200,200055,1.15,0,0,0,3,0.17,NOT_REQUIRED,0
FRAUD_IN_43858,Radha Yadav,West Bengal,384352,415565,1.08,0,0,0,4,0.09,VERIFIED_VALID,0
FRAUD_IN_43859,Dinesh Singh,Madhya Pradesh,136304,154482,1.13,0,0,0,4,0.14,NOT_REQUIRED,0
FRAUD_IN_43860,Ashok Singh,Rajasthan,36173,210074,5.81,0,0,0,22,0.97,FAKE_CERTIFICATE,1
FRAUD_IN_43861,Neha Sheikh,Odisha,380885,427858,1.12,0,0,0,1,0.07,VERIFIED_VALID,0
FRAUD_IN_43862,Lakshmi Nair,Tamil Nadu,139012,153951,1.11,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_43863,Radha Patel,Assam,131902,139681,1.06,0,0,0,3,0.19,NOT_REQUIRED,0
FRAUD_IN_43864,Mahesh Kumar,West Bengal,381895,366076,0.96,0,0,0,3,0.19,NOT_REQUIRED,0
FRAUD_IN_43865,Rajesh Rao,Tamil Nadu,240043,257758,1.07,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_43866,Lakshmi Patil,West Bengal,298383,333013,1.12,0,0,0,1,0.0,VERIFIED_VALID,0
FRAUD_IN_43867,Harpreet Joshi,Bihar,290186,285414,0.98,0,0,0,2,0.16,VERIFIED_VALID,0
FRAUD_IN_43868,Priya Gupta,West Bengal,318968,319341,1.0,0,0,0,3,0.04,NOT_REQUIRED,0
FRAUD_IN_43869,Deepak Reddy,Gujarat,64588,61320,0.95,0,0,0,2,0.08,NOT_REQUIRED,0
FRAUD_IN_43870,Sunita Mehta,Karnataka,432561,454177,1.05,0,0,1,3,0.06,VERIFIED_VALID,0
FRAUD_IN_43871,Mahesh Shah,Punjab,230699,219887,0.95,0,0,0,3,0.21,VERIFIED_VALID,0
FRAUD_IN_43872,Arjun Sharma,Bihar,141957,130788,0.92,0,0,1,4,0.07,VERIFIED_VALID,0
FRAUD_IN_43873,Rohan Patel,West Bengal,121249,112248,0.93,0,0,0,1,0.15,NOT_REQUIRED,0
FRAUD_IN_43874,Priya Shah,Rajasthan,82274,86223,1.05,0,0,0,2,0.11,VERIFIED_VALID,0
FRAUD_IN_43875,Ganesh Khan,Bihar,350656,393829,1.12,0,0,1,2,0.08,NOT_REQUIRED,0
FRAUD_IN_43876,Suresh Shah,Madhya Pradesh,90962,98181,1.08,0,0,0,2,0.07,VERIFIED_VALID,0
FRAUD_IN_43877,Amit Kumar,Rajasthan,419223,452485,1.08,0,0,0,4,0.11,VERIFIED_VALID,0
FRAUD_IN_43878,Preeti Chatterjee,Punjab,184261,202508,1.1,0,0,0,2,0.09,VERIFIED_VALID,0
FRAUD_IN_43879,Preeti Rao,Haryana,270348,253657,0.94,0,0,0,2,0.15,VERIFIED_VALID,0
FRAUD_IN_43880,Sunil Shah,West Bengal,156087,154515,0.99,0,0,0,3,0.22,VERIFIED_VALID,0
FRAUD_IN_43881,Bhavna Verma,Kerala,84623,84034,0.99,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_43882,Vikram Rao,Tamil Nadu,304993,318843,1.05,0,0,0,4,0.1,NOT_REQUIRED,0
FRAUD_IN_43883,Deepika Rao,Rajasthan,409460,392701,0.96,0,0,0,3,0.22,VERIFIED_VALID,0
FRAUD_IN_43884,Rekha Deshmukh,Kerala,399183,390541,0.98,0,0,0,4,0.08,NOT_REQUIRED,0
FRAUD_IN_43885,Rohan Kaur,Rajasthan,231208,225147,0.97,0,0,0,1,0.04,VERIFIED_VALID,0
FRAUD_IN_43886,Simran Singh,Punjab,282623,277890,0.98,0,0,1,2,0.11,NOT_REQUIRED,0
FRAUD_IN_43887,Sanjay Gowda,Uttar Pradesh,398295,408110,1.02,0,0,0,3,0.09,VERIFIED_VALID,0
FRAUD_IN_43888,Sanjay Gupta,Tamil Nadu,89753,103115,1.15,0,0,0,3,0.09,VERIFIED_VALID,0
FRAUD_IN_43889,Preeti Shah,Haryana,329101,363507,1.1,0,0,0,4,0.04,VERIFIED_VALID,0
FRAUD_IN_43890,Pooja Khan,Haryana,189136,174481,0.92,0,0,0,2,0.17,NOT_REQUIRED,0
FRAUD_IN_43891,Geeta Mehta,Madhya Pradesh,420141,407602,0.97,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_43892,Ramesh Verma,Karnataka,332635,1546672,4.65,0,0,1,22,0.77,UNVERIFIED,1
FRAUD_IN_43893,Geeta Rao,Assam,231702,223482,0.96,0,0,0,2,0.09,VERIFIED_VALID,0
FRAUD_IN_43894,Rekha Shah,Maharashtra,250865,255226,1.02,0,0,0,4,0.11,VERIFIED_VALID,0
FRAUD_IN_43895,Lakshmi Reddy,Maharashtra,376628,430229,1.14,0,0,0,3,0.21,VERIFIED_VALID,0
FRAUD_IN_43896,Ramesh Chaudhary,Bihar,142122,147005,1.03,0,0,0,1,0.14,VERIFIED_VALID,0
FRAUD_IN_43897,Vikram Kulkarni,Rajasthan,356933,342610,0.96,0,0,0,3,0.16,VERIFIED_VALID,0
FRAUD_IN_43898,Anita Yadav,Madhya Pradesh,267360,1186867,4.44,1,1,1,7,0.69,FAKE_CERTIFICATE,1
FRAUD_IN_43899,Neha Verma,Haryana,236985,267425,1.13,0,0,0,2,0.02,VERIFIED_VALID,0
FRAUD_IN_43900,Pradeep Patel,Karnataka,117563,120117,1.02,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_43901,Dinesh Singh,Karnataka,138551,148125,1.07,0,0,0,2,0.01,VERIFIED_VALID,0
FRAUD_IN_43902,Dinesh Shah,Odisha,300954,341430,1.13,0,0,0,3,0.1,VERIFIED_VALID,0
FRAUD_IN_43903,Ashok Chaudhary,Maharashtra,123683,134216,1.09,0,0,0,4,0.19,VERIFIED_VALID,0
FRAUD_IN_43904,Mohammed Khan,Kerala,82674,84159,1.02,0,0,0,4,0.13,VERIFIED_VALID,0
FRAUD_IN_43905,Sanjay Verma,Rajasthan,344431,394164,1.14,0,0,0,3,0.12,VERIFIED_VALID,0
FRAUD_IN_43906,Deepak Nair,Bihar,322262,297869,0.92,0,0,0,4,0.19,VERIFIED_VALID,0
FRAUD_IN_43907,Savita Singh,Odisha,251770,257893,1.02,0,0,0,3,0.05,VERIFIED_VALID,0
FRAUD_IN_43908,Karan Gowda,Karnataka,421163,462407,1.1,0,0,0,2,0.18,VERIFIED_VALID,0
FRAUD_IN_43909,Arjun Sheikh,Gujarat,142608,157565,1.1,0,0,0,3,0.19,VERIFIED_VALID,0
FRAUD_IN_43910,Sunil Nair,Punjab,37210,36126,0.97,0,0,0,1,0.2,VERIFIED_VALID,0
FRAUD_IN_43911,Preeti Yadav,Gujarat,131299,133537,1.02,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_43912,Radha Mehta,Odisha,282355,312776,1.11,0,0,0,3,0.11,VERIFIED_VALID,0
FRAUD_IN_43913,Meena Nair,Uttar Pradesh,207675,237725,1.14,0,0,0,1,0.16,VERIFIED_VALID,0
FRAUD_IN_43914,Harpreet Reddy,West Bengal,115811,866154,7.48,0,0,0,17,0.89,UNVERIFIED,1
FRAUD_IN_43915,Arjun Kaur,Rajasthan,158563,178659,1.13,0,0,0,2,0.19,VERIFIED_VALID,0
FRAUD_IN_43916,Bhavna Verma,Bihar,84476,84603,1.0,0,0,0,2,0.18,VERIFIED_VALID,0
FRAUD_IN_43917,Rajesh Chatterjee,Odisha,152604,146454,0.96,0,0,0,3,0.17,VERIFIED_VALID,0
FRAUD_IN_43918,Deepika Khan,Kerala,337831,355619,1.05,0,0,1,4,0.01,VERIFIED_VALID,0
FRAUD_IN_43919,Deepika Mehta,Karnataka,63427,229876,3.62,1,0,1,27,0.87,SUSPICIOUS,1
FRAUD_IN_43920,Priya Khan,Rajasthan,372172,380109,1.02,0,0,0,1,0.17,NOT_REQUIRED,0
FRAUD_IN_43921,Seema Rao,Bihar,373984,381690,1.02,0,0,0,3,0.09,VERIFIED_VALID,0
FRAUD_IN_43922,Ayesha Mehta,Tamil Nadu,291921,1102173,3.78,0,1,1,33,0.98,SUSPICIOUS,1
FRAUD_IN_43923,Deepak Kumar,Punjab,361932,410036,1.13,0,0,0,1,0.19,VERIFIED_VALID,0
FRAUD_IN_43924,Mahesh Chatterjee,Kerala,230534,263234,1.14,0,0,0,3,0.21,VERIFIED_VALID,0
FRAUD_IN_43925,Shweta Khan,Haryana,142309,160167,1.13,0,0,0,3,0.03,VERIFIED_VALID,0
FRAUD_IN_43926,Preeti Khan,Karnataka,45087,329380,7.31,0,0,1,18,0.88,FAKE_CERTIFICATE,1
FRAUD_IN_43927,Priya Banerjee,Bihar,172727,167688,0.97,0,0,0,1,0.18,VERIFIED_VALID,0
FRAUD_IN_43928,Mohammed Yadav,Uttar Pradesh,49192,49447,1.01,0,0,0,2,0.21,VERIFIED_VALID,0
FRAUD_IN_43929,Mohammed Singh,West Bengal,167907,187992,1.12,0,0,0,2,0.2,VERIFIED_VALID,0
FRAUD_IN_43930,Sunita Das,Bihar,277814,291379,1.05,0,0,0,4,0.13,VERIFIED_VALID,0
FRAUD_IN_43931,Rohan Yadav,Assam,299115,283945,0.95,0,0,0,4,0.14,NOT_REQUIRED,0
FRAUD_IN_43932,Neha Yadav,Haryana,241451,2011308,8.33,1,0,0,8,0.9,SUSPICIOUS,1
FRAUD_IN_43933,Bhavna Gupta,Gujarat,406340,396754,0.98,0,0,0,3,0.01,VERIFIED_VALID,0
FRAUD_IN_43934,Mohammed Mehta,Karnataka,113368,106713,0.94,0,0,0,4,0.16,NOT_REQUIRED,0
FRAUD_IN_43935,Harpreet Reddy,Madhya Pradesh,112454,117009,1.04,0,0,0,4,0.06,VERIFIED_VALID,0
FRAUD_IN_43936,Deepika Kaur,Maharashtra,136751,141144,1.03,0,0,0,1,0.07,VERIFIED_VALID,0
FRAUD_IN_43937,Geeta Mishra,Kerala,371353,343415,0.92,0,0,0,3,0.16,VERIFIED_VALID,0
FRAUD_IN_43938,Karan Mishra,Madhya Pradesh,214450,237697,1.11,0,0,0,2,0.16,VERIFIED_VALID,0
FRAUD_IN_43939,Ayesha Mishra,Kerala,395475,435041,1.1,0,0,0,2,0.18,VERIFIED_VALID,0
FRAUD_IN_43940,Karan Gupta,Madhya Pradesh,122536,135983,1.11,0,0,0,4,0.14,VERIFIED_VALID,0
FRAUD_IN_43941,Savita Kaur,Haryana,436136,477420,1.09,0,0,0,4,0.08,VERIFIED_VALID,0
FRAUD_IN_43942,Simran Nair,Haryana,258828,265432,1.03,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_43943,Bhavna Sheikh,Bihar,350352,396927,1.13,0,0,0,4,0.18,NOT_REQUIRED,0
FRAUD_IN_43944,Meena Patel,West Bengal,75561,74918,0.99,0,0,0,3,0.15,VERIFIED_VALID,0
FRAUD_IN_43945,Rekha Deshmukh,Bihar,179774,202467,1.13,0,0,0,1,0.1,VERIFIED_VALID,0
FRAUD_IN_43946,Anita Sharma,Uttar Pradesh,46073,51979,1.13,0,0,0,2,0.14,NOT_REQUIRED,0
FRAUD_IN_43947,Priya Chatterjee,Odisha,170252,176176,1.03,0,0,0,2,0.09,NOT_REQUIRED,0
FRAUD_IN_43948,Pooja Sheikh,Odisha,210923,200207,0.95,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_43949,Mamta Sharma,Karnataka,232913,252727,1.09,0,0,0,3,0.0,VERIFIED_VALID,0
FRAUD_IN_43950,Arjun Yadav,Haryana,231859,233399,1.01,0,0,0,2,0.17,VERIFIED_VALID,0
FRAUD_IN_43951,Pooja Rao,Haryana,381489,376903,0.99,0,0,0,3,0.1,VERIFIED_VALID,0
FRAUD_IN_43952,Shweta Shah,Bihar,389738,409788,1.05,0,0,0,1,0.17,VERIFIED_VALID,0
FRAUD_IN_43953,Arjun Singh,Karnataka,195529,200204,1.02,0,0,0,4,0.11,VERIFIED_VALID,0
FRAUD_IN_43954,Arjun Chaudhary,Rajasthan,372170,426805,1.15,0,0,0,3,0.14,VERIFIED_VALID,0
FRAUD_IN_43955,Anil Deshmukh,Uttar Pradesh,263672,301844,1.14,0,0,0,4,0.17,VERIFIED_VALID,0
FRAUD_IN_43956,Priya Joshi,Maharashtra,126795,138587,1.09,0,0,0,2,0.19,NOT_REQUIRED,0
FRAUD_IN_43957,Vijay Mishra,Rajasthan,50987,47208,0.93,0,0,0,3,0.16,VERIFIED_VALID,0
FRAUD_IN_43958,Tariq Chaudhary,Bihar,402830,443838,1.1,0,0,0,2,0.18,VERIFIED_VALID,0
FRAUD_IN_43959,Ashok Verma,Rajasthan,119860,704885,5.88,1,1,1,8,0.74,UNVERIFIED,1
FRAUD_IN_43960,Sunita Das,Maharashtra,126971,140182,1.1,0,0,0,3,0.0,VERIFIED_VALID,0
FRAUD_IN_43961,Amit Banerjee,Assam,438747,431267,0.98,0,0,0,2,0.16,NOT_REQUIRED,0
FRAUD_IN_43962,Harpreet Gupta,Bihar,164708,156477,0.95,0,0,0,1,0.03,VERIFIED_VALID,0
FRAUD_IN_43963,Tariq Sheikh,Madhya Pradesh,209092,231566,1.11,0,0,0,4,0.07,VERIFIED_VALID,0
FRAUD_IN_43964,Shweta Chatterjee,Haryana,91691,103691,1.13,0,0,0,3,0.12,NOT_REQUIRED,0
FRAUD_IN_43965,Vikram Yadav,Rajasthan,308520,338334,1.1,0,0,1,4,0.21,VERIFIED_VALID,0
FRAUD_IN_43966,Sujata Rao,Punjab,291511,271808,0.93,0,0,0,2,0.05,VERIFIED_VALID,0
FRAUD_IN_43967,Mohammed Khan,Kerala,308698,300929,0.97,0,0,0,2,0.1,VERIFIED_VALID,0
FRAUD_IN_43968,Ayesha Das,West Bengal,309747,314500,1.02,0,0,0,3,0.1,NOT_REQUIRED,0
FRAUD_IN_43969,Meena Verma,Karnataka,110548,126189,1.14,0,0,0,1,0.09,NOT_REQUIRED,0
FRAUD_IN_43970,Sunita Banerjee,Maharashtra,401105,454540,1.13,0,0,0,2,0.07,NOT_REQUIRED,0
FRAUD_IN_43971,Bhavna Kaur,Bihar,244241,247128,1.01,0,0,0,1,0.07,VERIFIED_VALID,0
FRAUD_IN_43972,Deepika Mehta,Maharashtra,337319,374254,1.11,0,0,0,2,0.03,VERIFIED_VALID,0
FRAUD_IN_43973,Ashok Joshi,Tamil Nadu,285855,290118,1.01,0,0,0,4,0.21,NOT_REQUIRED,0
FRAUD_IN_43974,Pooja Chaudhary,Punjab,244823,276448,1.13,0,0,0,4,0.02,VERIFIED_VALID,0
FRAUD_IN_43975,Gurpreet Yadav,Haryana,172175,167128,0.97,0,0,0,2,0.05,VERIFIED_VALID,0
FRAUD_IN_43976,Pradeep Kulkarni,West Bengal,166457,190896,1.15,0,0,0,4,0.21,VERIFIED_VALID,0
FRAUD_IN_43977,Anita Patel,Tamil Nadu,376377,388399,1.03,0,0,0,3,0.14,NOT_REQUIRED,0
FRAUD_IN_43978,Preeti Yadav,Haryana,114036,116464,1.02,0,0,0,3,0.02,VERIFIED_VALID,0
FRAUD_IN_43979,Tariq Das,Assam,342497,350555,1.02,0,0,0,3,0.0,NOT_REQUIRED,0
FRAUD_IN_43980,Mamta Mehta,Odisha,186601,750925,4.02,1,1,0,29,0.7,FAKE_CERTIFICATE,1
FRAUD_IN_43981,Neha Mishra,Tamil Nadu,180619,173236,0.96,0,0,0,4,0.17,VERIFIED_VALID,0
FRAUD_IN_43982,Ayesha Das,Gujarat,257720,294152,1.14,0,0,1,1,0.03,VERIFIED_VALID,0
FRAUD_IN_43983,Mahesh Kaur,Karnataka,291873,295707,1.01,0,0,0,2,0.1,NOT_REQUIRED,0
FRAUD_IN_43984,Deepika Shah,Gujarat,244431,1977435,8.09,0,0,1,21,0.99,FAKE_CERTIFICATE,1
