student_id,student_name,gender,state,district,social_category,annual_family_income_inr,academic_marks_pct,education_level,course_name,institution_type,is_single_girl_child,is_orphan,scholarship_id,scholarship_name,scholarship_min_marks,scholarship_max_income,target_eligibility
STU_IN_34100,Ashok Kumar,Male,Maharashtra,Solapur,SC,760077,56.4,School (9th-12th),B.Sc Agriculture,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_34101,Sunil Verma,Male,Haryana,Ambala,General,222962,51.7,Diploma / ITI,B.Tech Computer Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_34102,Neha Chatterjee,Female,Punjab,Patiala,General,329278,50.5,Undergraduate (UG),Class 12 Science,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_34103,Pooja Gupta,Female,Bihar,Patna,OBC,230864,53.5,Postgraduate (PG),B.Tech Computer Science,Government Aided,1,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_34104,Mahesh Sharma,Male,Maharashtra,Aurangabad,General,358416,52.7,Undergraduate (UG),B.Com Honors,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34105,Priya Shah,Female,Odisha,Rourkela,OBC,195129,96.1,Postgraduate (PG),B.Sc Agriculture,Private Self-Financed,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34106,Arjun Deshmukh,Male,Madhya Pradesh,Bhopal,General,143497,90.4,School (9th-12th),B.Com Honors,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34107,Meena Deshmukh,Female,Maharashtra,Mumbai,EWS,76022,78.1,Diploma / ITI,Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34108,Savita Banerjee,Female,Karnataka,Dharwad,General,75416,48.4,Postgraduate (PG),MBBS,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34109,Sujata Nair,Female,Madhya Pradesh,Indore,OBC,118278,72.6,Postgraduate (PG),MBBS,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34110,Prakash Khan,Male,Tamil Nadu,Tirunelveli,OBC,642304,93.4,Undergraduate (UG),B.Com Honors,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34111,Kavita Patil,Female,Punjab,Patiala,General,227925,93.8,Postgraduate (PG),BA Political Science,Private Self-Financed,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34112,Anita Sheikh,Female,West Bengal,Kolkata,SC,116773,83.8,School (9th-12th),B.Sc Agriculture,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34113,Preeti Joshi,Female,Uttar Pradesh,Lucknow,OBC,311436,87.2,School (9th-12th),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34114,Deepika Reddy,Female,Bihar,Patna,General,189383,65.3,Diploma / ITI,Class 10 CBSE/State Board,Government Aided,1,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34115,Lakshmi Banerjee,Female,Rajasthan,Jodhpur,General,576001,94.9,Diploma / ITI,B.Tech Computer Science,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_34116,Kiran Deshmukh,Female,Odisha,Cuttack,General,224148,55.1,Postgraduate (PG),BA Political Science,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34117,Ganesh Joshi,Male,Karnataka,Bengaluru,General,111196,58.6,Postgraduate (PG),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_34118,Geeta Kumar,Female,Gujarat,Bhavnagar,General,191835,67.8,School (9th-12th),Class 12 Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34119,Mahesh Sheikh,Male,West Bengal,Durgapur,General,175985,97.1,Diploma / ITI,B.Sc Agriculture,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34120,Arjun Yadav,Male,Maharashtra,Thane,OBC,97898,58.6,Diploma / ITI,Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_34121,Prakash Joshi,Male,Haryana,Gurugram,General,88522,49.8,Undergraduate (UG),Diploma Mechanical,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_34122,Deepak Banerjee,Male,Tamil Nadu,Madurai,General,36669,69.9,Diploma / ITI,Diploma Mechanical,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34123,Mohammed Sheikh,Male,Tamil Nadu,Tirunelveli,OBC,329404,50.8,School (9th-12th),M.Sc Physics,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_34124,Mohammed Chatterjee,Male,Haryana,Ambala,OBC,238811,57.8,School (9th-12th),MBBS,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_34125,Sanjay Yadav,Male,Rajasthan,Jaipur,General,308288,88.6,School (9th-12th),B.Tech Computer Science,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34126,Prakash Sharma,Male,Kerala,Kollam,OBC,180663,65.9,Diploma / ITI,B.Sc Agriculture,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34127,Anil Sheikh,Male,Punjab,Jalandhar,General,193689,65.0,Postgraduate (PG),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34128,Sujata Deshmukh,Female,Punjab,Bathinda,General,46626,97.8,Undergraduate (UG),Diploma Mechanical,Government Aided,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34129,Suresh Patil,Male,Karnataka,Hubballi,OBC,142639,60.0,Postgraduate (PG),M.Sc Physics,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34130,Anita Shah,Female,Gujarat,Rajkot,OBC,79364,61.4,School (9th-12th),M.Sc Physics,Government Institution,1,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34131,Deepak Joshi,Male,Rajasthan,Kota,General,111534,64.6,Undergraduate (UG),B.Com Honors,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_34132,Pooja Mishra,Female,Bihar,Purnia,SC,263634,72.8,School (9th-12th),B.Sc Agriculture,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_34133,Gurpreet Patel,Male,Karnataka,Belagavi,ST,145431,97.1,School (9th-12th),B.Com Honors,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34134,Gurpreet Kumar,Male,Kerala,Thrissur,OBC,772039,83.4,Undergraduate (UG),M.Sc Physics,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_34135,Deepika Reddy,Female,Punjab,Ludhiana,SC,143156,87.3,School (9th-12th),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34136,Sunil Rao,Male,West Bengal,Siliguri,OBC,202027,51.6,School (9th-12th),Diploma Mechanical,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34137,Preeti Patel,Female,West Bengal,Murshidabad,OBC,107278,94.7,School (9th-12th),B.Com Honors,Private Self-Financed,1,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34138,Karan Deshmukh,Male,Karnataka,Bengaluru,OBC,203759,54.8,Diploma / ITI,Class 12 Science,Government Aided,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_34139,Deepika Nair,Female,Kerala,Kochi,OBC,383266,72.2,Diploma / ITI,MBBS,Government Aided,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34140,Bhavna Yadav,Female,Odisha,Puri,OBC,613655,48.2,Postgraduate (PG),BA Political Science,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,NOT_ELIGIBLE
STU_IN_34141,Lakshmi Reddy,Female,Punjab,Bathinda,General,735326,83.0,Undergraduate (UG),Class 12 Science,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_34142,Mamta Kulkarni,Female,Uttar Pradesh,Lucknow,EWS,85152,93.9,Postgraduate (PG),B.Com Honors,Private Self-Financed,1,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34143,Priya Kaur,Female,Assam,Jorhat,ST,127243,87.2,Postgraduate (PG),MBBS,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34144,Harpreet Kumar,Male,Kerala,Kollam,General,220130,49.8,Diploma / ITI,B.Sc Agriculture,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_34145,Ramesh Gowda,Male,Rajasthan,Udaipur,OBC,61222,88.7,School (9th-12th),B.Com Honors,Private Self-Financed,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34146,Karan Chaudhary,Male,Haryana,Gurugram,General,327299,86.6,Diploma / ITI,M.Sc Physics,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_34147,Rohan Gupta,Male,Punjab,Mohali,General,226510,61.0,School (9th-12th),B.Com Honors,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34148,Mamta Khan,Female,Bihar,Darbhanga,OBC,59919,65.8,Diploma / ITI,M.Sc Physics,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34149,Sanjay Gowda,Male,Odisha,Puri,OBC,176528,79.7,School (9th-12th),MBBS,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34150,Bhavna Reddy,Female,Assam,Tezpur,ST,179243,82.8,Postgraduate (PG),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34151,Neha Mehta,Female,Rajasthan,Kota,OBC,40255,81.3,Postgraduate (PG),B.Tech Computer Science,Private Self-Financed,1,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34152,Radha Kumar,Female,Odisha,Cuttack,EWS,168428,56.4,School (9th-12th),Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_34153,Amit Chatterjee,Male,Maharashtra,Nashik,SC,176167,76.9,Diploma / ITI,B.Sc Agriculture,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34154,Simran Verma,Female,Gujarat,Bhavnagar,OBC,224856,71.2,Diploma / ITI,B.Tech Computer Science,Government Institution,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_34155,Geeta Khan,Female,Rajasthan,Kota,OBC,38436,91.3,Postgraduate (PG),M.Sc Physics,Private Self-Financed,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34156,Ramesh Kaur,Male,Gujarat,Jamnagar,OBC,232511,59.3,Postgraduate (PG),Class 12 Science,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_34157,Vikram Kulkarni,Male,Haryana,Faridabad,ST,188504,79.3,School (9th-12th),Class 12 Science,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34158,Anita Nair,Female,West Bengal,Murshidabad,OBC,42538,73.1,Undergraduate (UG),Class 10 CBSE/State Board,Government Institution,1,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34159,Ramesh Nair,Male,Maharashtra,Nagpur,General,841765,94.0,Undergraduate (UG),Class 12 Science,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_34160,Pooja Shah,Female,Assam,Dibrugarh,OBC,134089,99.0,Diploma / ITI,B.Com Honors,Government Aided,1,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34161,Prakash Singh,Male,Uttar Pradesh,Agra,SC,206416,93.3,Undergraduate (UG),Diploma Mechanical,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34162,Deepika Chatterjee,Female,Bihar,Darbhanga,General,652855,53.7,School (9th-12th),Diploma Mechanical,Government Aided,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,NOT_ELIGIBLE
STU_IN_34163,Lakshmi Khan,Female,Tamil Nadu,Chennai,SC,218706,85.2,School (9th-12th),MBBS,Government Aided,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34164,Pooja Kaur,Female,Haryana,Panipat,General,176086,49.4,School (9th-12th),BA Political Science,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_34165,Shweta Mishra,Female,West Bengal,Asansol,General,69695,58.8,Undergraduate (UG),Class 12 Science,Private Self-Financed,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34166,Harpreet Gupta,Male,West Bengal,Murshidabad,OBC,841087,65.8,Diploma / ITI,Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_34167,Gurpreet Shah,Male,Rajasthan,Kota,SC,92719,69.7,Postgraduate (PG),Class 12 Science,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34168,Ananya Reddy,Female,Karnataka,Hubballi,General,51252,94.4,Undergraduate (UG),B.Com Honors,Private Self-Financed,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,POTENTIALLY_ELIGIBLE
STU_IN_34169,Rajesh Rao,Male,Kerala,Kollam,OBC,183633,49.0,Undergraduate (UG),Class 10 CBSE/State Board,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_34170,Arjun Sharma,Male,Madhya Pradesh,Jabalpur,General,530568,53.7,Diploma / ITI,Class 10 CBSE/State Board,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,NOT_ELIGIBLE
STU_IN_34171,Prakash Yadav,Male,Uttar Pradesh,Prayagraj,ST,214234,62.2,Undergraduate (UG),Diploma Mechanical,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34172,Lakshmi Patil,Female,Maharashtra,Thane,General,79606,52.0,Postgraduate (PG),B.Com Honors,Government Institution,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34173,Priya Banerjee,Female,Madhya Pradesh,Bhopal,General,207258,74.3,Postgraduate (PG),B.Sc Agriculture,Private Self-Financed,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34174,Prakash Mehta,Male,Rajasthan,Udaipur,General,76964,63.1,Undergraduate (UG),B.Tech Computer Science,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34175,Pradeep Kaur,Male,Karnataka,Belagavi,General,231434,95.1,Diploma / ITI,Class 12 Science,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34176,Tariq Chatterjee,Male,Kerala,Kochi,OBC,31155,81.5,Undergraduate (UG),M.Sc Physics,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34177,Sujata Deshmukh,Female,West Bengal,Howrah,SC,488905,72.3,School (9th-12th),Class 12 Science,Government Aided,1,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_34178,Anita Patil,Female,Haryana,Ambala,OBC,183455,86.7,School (9th-12th),Class 12 Science,Government Institution,1,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34179,Pradeep Sharma,Male,Bihar,Darbhanga,OBC,475445,62.3,Diploma / ITI,Class 12 Science,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_34180,Prakash Reddy,Male,Rajasthan,Ajmer,General,30139,59.6,School (9th-12th),B.Tech Computer Science,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34181,Tariq Shah,Male,Haryana,Panipat,OBC,210664,71.0,Undergraduate (UG),BA Political Science,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34182,Mahesh Gowda,Male,Madhya Pradesh,Jabalpur,SC,115104,89.8,Postgraduate (PG),B.Tech Computer Science,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34183,Gurpreet Das,Male,Rajasthan,Jaipur,General,31243,75.7,School (9th-12th),Class 10 CBSE/State Board,Government Aided,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34184,Sangeeta Chaudhary,Female,Kerala,Thiruvananthapuram,SC,120216,56.5,Undergraduate (UG),B.Com Honors,Government Institution,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34185,Savita Kumar,Female,West Bengal,Durgapur,SC,130671,86.5,Diploma / ITI,BA Political Science,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_34186,Sangeeta Joshi,Female,West Bengal,Kolkata,ST,230821,82.6,School (9th-12th),B.Sc Agriculture,Government Aided,1,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,POTENTIALLY_ELIGIBLE
STU_IN_34187,Kavita Kumar,Female,Bihar,Darbhanga,OBC,541897,95.0,Postgraduate (PG),B.Sc Agriculture,Government Institution,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,VERIFY
STU_IN_34188,Ashok Gowda,Male,Haryana,Panipat,OBC,304672,87.3,Postgraduate (PG),B.Sc Agriculture,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_34189,Mohammed Banerjee,Male,Rajasthan,Jaipur,General,450838,83.2,School (9th-12th),B.Sc Agriculture,Government Institution,0,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,VERIFY
STU_IN_34190,Rajesh Shah,Male,Odisha,Cuttack,General,186418,50.3,Diploma / ITI,Diploma Mechanical,Government Institution,0,0,SCHOL_CENTRAL_SECTOR,Central Sector Scheme of Scholarships for University Students,80.0,450000,VERIFY
STU_IN_34191,Shweta Das,Female,West Bengal,Asansol,OBC,155007,61.6,Postgraduate (PG),B.Com Honors,Government Aided,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_34192,Vikram Mishra,Male,West Bengal,Kolkata,General,152289,95.4,Diploma / ITI,Diploma Mechanical,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34193,Fatima Khan,Female,Maharashtra,Nagpur,OBC,156644,51.1,School (9th-12th),M.Sc Physics,Government Aided,1,0,SCHOL_BEGUM_HAZRAT,Begum Hazrat Mahal National Scholarship for Minority Girls,50.0,200000,POTENTIALLY_ELIGIBLE
STU_IN_34194,Anil Das,Male,Tamil Nadu,Tiruchirappalli,General,127027,94.3,Diploma / ITI,B.Sc Agriculture,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34195,Rahul Nair,Male,Karnataka,Belagavi,General,227868,59.1,School (9th-12th),BA Political Science,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34196,Pooja Joshi,Female,Odisha,Sambalpur,General,797828,61.2,Postgraduate (PG),Diploma Mechanical,Government Aided,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_34197,Amit Yadav,Male,Kerala,Kollam,ST,182530,97.1,Diploma / ITI,B.Com Honors,Government Institution,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,POTENTIALLY_ELIGIBLE
STU_IN_34198,Ananya Verma,Female,West Bengal,Murshidabad,OBC,293214,51.6,Diploma / ITI,Diploma Mechanical,Government Aided,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_34199,Ananya Joshi,Female,Madhya Pradesh,Indore,OBC,373118,54.4,Undergraduate (UG),M.Sc Physics,Private Self-Financed,0,0,SCHOL_POST_MATRIC_OBC,Post-Matric Scholarship for OBC Students,50.0,250000,VERIFY
STU_IN_34200,Sunil Joshi,Male,Gujarat,Jamnagar,ST,144871,58.0,Undergraduate (UG),B.Tech Computer Science,Government Institution,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,VERIFY
STU_IN_34201,Bhavna Gowda,Female,Tamil Nadu,Madurai,EWS,840550,95.1,Postgraduate (PG),B.Sc Agriculture,Government Institution,0,0,SCHOL_POST_MATRIC_SC,Post-Matric Scholarship for SC Students,50.0,250000,VERIFY
STU_IN_34202,Rekha Nair,Female,West Bengal,Durgapur,SC,665426,55.1,Diploma / ITI,Class 12 Science,Private Self-Financed,0,0,SCHOL_NMMSS,National Means-cum-Merit Scholarship Scheme,55.0,350000,VERIFY
STU_IN_34203,Prakash Rao,Male,Bihar,Purnia,SC,37326,54.9,Diploma / ITI,Diploma Mechanical,Government Institution,0,0,SCHOL_PRAGATI_GIRLS,AICTE Pragati Scholarship for Girl Students,60.0,800000,VERIFY
STU_IN_34204,Prakash Gowda,Male,Uttar Pradesh,Ghaziabad,OBC,197549,94.2,Undergraduate (UG),MBBS,Private Self-Financed,0,0,SCHOL_PM_YASHASVI,PM YASHASVI Top Class School & College Education,60.0,250000,POTENTIALLY_ELIGIBLE
STU_IN_34205,Mamta Banerjee,Female,Bihar,Muzaffarpur,General,148202,84.4,Postgraduate (PG),Class 12 Science,Government Aided,0,0,SCHOL_ISHAN_UDAY,Ishan Uday Special Scholarship for North Eastern Region,60.0,450000,POTENTIALLY_ELIGIBLE
